0.16434138	0.10109423	-0.11162182	-0.28921133	0.11650918	0.09060455	0.24974209	-0.28525656	0.5357397	0.4563256	-0.1531852	-0.63060117	0.1811245	0.2627339	-0.40665218
0.74939877	0.33868873	-0.32374725	-0.59153056	-0.282134	-0.21898755	-0.3338822	-0.3785584	0.37290254	0.7372984	-0.10357477	-0.5153937	0.3964019	0.067405164	-0.5461166
-0.41545618	-0.39837527	0.014095098	0.17931564	0.3997301	0.33153972	0.33479804	0.5166385	-0.5422148	-0.6413746	0.27369937	0.5842648	-0.15394974	-0.36307648	0.4827609
0.5349003	0.47237173	-0.2981	-0.47848886	-0.19401656	-0.16166955	-0.2462214	-0.850879	0.7136086	0.61953396	-0.21939938	-0.72070634	0.39072832	0.08776235	-0.57411355
0.03844797	0.20371327	-0.21204317	-0.19445854	-0.2278832	-0.37373087	-0.13011886	-0.05951175	-0.010090658	0.104054846	-0.3760839	-0.09150999	0.18771577	0.08753187	-0.103064
0.06416755	-0.15315458	-0.44362155	0.000899065	-0.2891777	0.23627198	0.09549144	0.17246112	0.41759315	0.13981563	0.06492376	-0.24012227	0.10974844	-0.057660192	-0.17521344
0.36776337	-0.10975085	-0.015695816	0.20855124	0.09949641	0.057140213	-0.019155912	0.061602477	0.30145973	0.44412953	0.35488296	-0.28039855	-0.08861352	0.5486638	-0.034026764
0.16304943	-0.13610823	-0.3049279	-0.19324672	-0.3451588	-0.3088412	-0.05967439	-0.23166245	-0.036219258	0.20006976	-0.23776105	0.15753734	0.43003532	-0.19965577	-0.10935959
-0.2664785	-0.19602267	0.12142341	0.43094468	0.19375105	0.25790802	0.34861627	0.1372326	-0.16156515	-0.11317842	0.20856367	0.21082313	-0.36513335	-0.22117962	0.1661668
0.46780926	0.29365924	-0.30990982	-0.38360342	-0.2779957	-0.055046946	0.11369944	-0.1304527	0.3534967	0.43457884	0.25868726	-0.40314132	0.28130585	0.2147026	-0.34227037
0.18861128	0.124541044	-0.17135021	-0.33947778	-0.3240099	0.055637244	0.001469341	-0.2972241	0.44399685	0.39187574	-0.23626459	-0.38529637	0.37071744	-0.02308629	-0.35383907
0.14713046	0.08633349	-0.17546503	-0.23831853	-0.13773839	-0.15369038	0.03446581	0.09387479	-0.05638465	0.2508912	-0.25591302	-0.05896664	-0.1058087	0.14699121	-0.05277607
0.13386154	-0.12537256	-0.1747489	-0.1903608	-0.19343433	-0.10918156	0.13209887	-0.07163418	0.33536273	0.057404783	0.33551767	-0.43098986	0.020171812	-0.11136778	-0.2610779
-0.12707666	0.13683063	-0.22797777	-0.08969728	-0.08529316	-0.016227113	0.07440058	-0.0074919453	-0.12385255	-0.27435848	-0.10961111	0.056771014	0.3198203	0.09069598	0.021820936
0.43980175	-0.059162147	-0.14747506	-0.29873747	-0.13687898	-0.29174846	-0.35242546	-0.39248064	0.61832815	0.23030911	-0.3609665	-0.4831515	0.31333905	0.31010234	-0.34040037
0.2752231	0.20119952	-0.2623101	-0.0040215543	0.018324783	-0.023863725	-0.24406295	-0.31779155	0.18933897	0.264379	0.42628413	-0.25058502	0.07763196	0.32855284	-0.08498027
-0.07832535	0.22344796	-0.10277514	0.04040425	-0.17201063	-0.12863094	0.35751742	-0.119851366	0.3915419	-0.27018905	0.34643105	-0.23292315	0.58701855	-0.39452213	-0.30413324
0.3771594	0.42547214	-0.39419004	-0.45031163	-0.2579676	-0.16168253	-0.22051372	-0.43231586	0.35293895	0.32969338	-0.019714491	-0.3864139	0.3428597	0.3767859	-0.48230472
0.5520429	-0.05076304	-0.34549746	-0.09221023	-0.1555033	-0.12831843	-0.2113283	0.007896268	0.33877993	0.5108878	0.2334967	-0.41983643	0.085543565	0.3805383	-0.25476843
-0.21130027	0.032046504	0.07999221	-0.17931125	-0.13474753	-0.018283939	0.09159588	0.03863613	0.05998429	-0.13822281	0.28192464	-0.060841244	0.043115836	-0.23354438	-0.12963633
0.32571283	0.39643687	-0.36580896	-0.34254366	-0.3223199	-0.33325514	-0.02858479	-0.48614052	0.5277969	0.41575304	0.14128691	-0.51556575	0.03948255	0.10768154	-0.5212285
0.008436404	0.01846317	-0.12574168	0.15296301	0.0057382965	-0.15733436	-0.13751855	0.14970607	0.17034806	-0.18305854	-0.0846858	-0.02253749	0.41473284	0.020959293	0.05896193
0.22021016	0.67389524	-0.35946205	-0.33936244	-0.24322633	-0.36441997	-0.27921888	-0.596074	0.26284805	0.2976105	-0.27968597	-0.26522806	0.5031519	-0.0016172829	-0.46409634
0.6185888	0.16883221	-0.41794616	-0.3231622	-0.64261395	-0.2419818	-0.2567597	-0.40009418	0.42147195	0.582813	-0.010126154	-0.35803145	0.44405043	0.17238896	-0.54367465
0.56587416	0.31024498	-0.072569266	-0.58627295	-0.50756913	-0.243214	-0.47790784	-0.54499793	0.62072355	0.41916248	-0.17553006	-0.44803986	0.30797517	0.10513599	-0.6468788
-0.23246698	-0.2751359	0.059354853	-0.11174551	-0.009943958	0.30126274	0.5288818	0.2912214	-0.06060309	-0.016453786	-0.13301708	-0.03577697	-0.31602576	-0.070922785	0.05908217
0.6083483	0.13988759	-0.31509027	-0.22342786	-0.5441568	-0.46486405	-0.46788976	-0.37679157	0.5121901	0.5742014	0.04982022	-0.44886786	0.24469522	0.13977931	-0.6253631
0.10247874	0.06724962	-0.14143135	-0.016752498	-0.04297542	0.05004342	-0.26718676	-0.08186381	0.20844139	0.20760389	-0.23395064	-0.26922038	-0.044612337	0.042584848	-0.14448176
0.12124366	0.30505636	-0.16132003	-0.33431214	0.046361305	-0.06353844	0.02906867	-0.19471991	0.34575835	0.0781547	-0.062254336	-0.43134356	0.1272704	0.054246455	-0.16374774
-0.25882387	0.13122714	0.08536413	-0.3185635	-0.13401648	0.16057344	0.40066156	-0.08258594	0.11821948	-0.13725026	-0.5138009	-0.11096395	-0.20587985	-0.22992809	0.03057933
0.30024368	0.18453027	-0.23163909	-0.3189851	-0.045671593	0.2902416	-0.16164224	-0.29015535	0.41548795	0.36852172	-0.01801434	-0.62315965	0.37374675	0.24770002	-0.5981685
0.07189708	0.08246231	0.025721129	0.040376462	0.10603094	0.024923269	-0.12166826	-0.03264967	0.10993824	0.11176446	-0.24434179	-0.2559687	-0.110306665	0.1717823	-0.07670321
